MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,HouseAge,YearsSinceRemodel,GarageAge,IsRemodeled,LivArea_Qual,Bsmt_Qual,TotalSF,Qual_Cond,Age_Qual,TotalPorchSF,GrLivArea_sq,OverallQual_sq,TotalBsmtSF_sq,HouseAge_sq,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
120,43.0,-1.8829281584486826,7,5,2005,2006,16.0,4,3,4,3,0,6,16,1,0,1330,0.7789679189734623,5,1.0397610346902515,-0.8023101138139039,0,0.038412001236915384,0,0,2,0,1,1,4,7,1,4,2005.0,2,-0.05645607212146117,3,3,0.5284798264761918,-0.7110027628414602,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,5,2009,-1.0656710692524034,-0.9648452999190541,-1.0386508285115037,1,0.25921225865970743,0.790973922356446,0.463805489583069,0.13290598196196282,-1.0169671416828807,0,-0.10402290648353174,0.6066392164496697,0.63673137081242,-0.755590415840728,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
20,68.0,0.054666254252998626,5,3,1958,1958,0.0,3,2,3,2,0,1,0,1,0,1276,0.601304252208667,3,0.38319066981499095,-0.8023101138139039,0,-0.4610167685694144,0,0,1,0,3,1,3,5,0,4,1958.0,1,-0.5767476203458245,3,3,-0.7401696032247256,-0.7110027628414602,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,6,2009,0.46939016778725046,1.3455984026009489,0.9195674596021873,0,-0.6896920038496801,-0.06244147911693482,0.03781262221714951,-2.103608578545997,0.33145627327786514,0,-0.5267533869005411,-0.8272840521382859,0.43411442962559826,0.1074820750430579,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20,122.0,0.7679581714034689,9,5,2007,2007,0.0,4,3,5,3,0,1,0,1,0,1800,1.9312437005622776,5,1.8921506311949758,-0.8023101138139039,0,0.6867932111609225,0,0,2,0,2,1,5,7,0,4,2007.0,2,1.1348656971773148,3,3,1.6019524208385065,1.3032413812437431,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,5,2009,-1.1309928240200482,-1.0129795437215543,-1.1219792663035757,0,1.5567496205095739,2.692502387572283,1.5359351893295108,1.2511632622159425,-1.0763690542362174,136,0.5482294697630737,2.5185369079002773,2.2134696034923733,-0.7595969419105947,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
90,81.0,0.7430900008225426,6,5,1990,1990,104.0,3,4,4,3,2,6,816,1,0,0,-0.5661998436742736,3,-0.9414688382666753,-0.8023101138139039,0,-1.4686362164242903,1,0,1,0,3,1,3,5,0,4,1980.0,0,-2.278635862201219,3,3,-0.7401696032247256,-0.23706296423317708,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,5,2007,-0.6410796632627119,-0.29096588668405327,-0.0803737939026762,0,-1.0291746281418526,-0.4787690451217005,-1.2773331428051522,-0.426222658165027,-0.5773929887881882,32,-1.1685588834215817,-0.17006922070213956,-0.6282280289278634,-0.6644419477512604,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
20,60.0,-0.664387799983296,5,7,1950,1950,0.0,3,3,3,3,0,1,0,1,0,0,-2.637250587675316,3,-0.29641725172255956,-0.8023101138139039,0,-0.9779693548601769,0,0,1,0,2,1,3,5,0,4,1950.0,2,0.7604502839691281,3,3,-0.7401696032247256,-0.7110027628414602,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,6,2006,0.6326945547063626,1.5862696216134493,1.1278885540823673,0,-0.9596310177747228,-1.8523133599190946,-2.123600852471677,0.13290598196196282,0.4799610546612072,0,-0.8912843964051593,-0.8272840521382859,-1.3632923527313527,0.2861063623246151,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
20,88.0,-0.42480420536217717,5,6,1975,1975,0.0,3,3,4,3,0,1,0,1,0,924,-0.29209018638001794,3,-0.6304618233257623,-0.8023101138139039,0,-1.23206469388445,0,0,1,0,3,1,3,5,0,4,1981.0,1,-0.9171252687169034,3,3,-0.7401696032247256,-0.7110027628414602,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,4,2008,-0.11850562512155319,0.47918201415594774,-0.0803737939026762,0,-1.0923129059751675,-0.5561992393382202,-0.9685597892781771,-0.426222658165027,-0.20316093970216625,0,-1.043228339625096,-0.8272840521382859,-0.42077583546688735,-0.39734020976014683,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
45,59.0,-0.6561994999139666,6,6,1954,1954,0.0,3,3,3,3,0,1,0,1,0,832,-0.5255910055566061,4,-0.8953937249420956,-0.8023101138139039,0,-1.4335885834554252,0,0,1,0,2,1,4,4,0,4,1962.0,2,0.2887841140834902,3,3,-0.7401696032247256,-0.7110027628414602,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,6,2008,0.5673727999387177,1.4900011340084491,0.7112463651220075,0,-1.0072134880259167,-0.45183680365508494,-1.2315889422826374,0.24473170998736077,0.7413294698958892,0,-1.1509731247007124,-0.17006922070213956,-0.5991193686619044,0.21265338437705888,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
60,69.0,0.5529394769903382,7,5,1998,1999,0.0,4,3,4,3,0,1,0,1,0,930,-0.27686187208589264,4,-0.5383115966766029,1.3994580729885635,0,0.8751742383685732,0,0,2,1,4,1,4,10,1,3,1998.0,2,-0.1828820558021476,3,3,-0.01638883884407398,-0.7110027628414602,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,7,2006,-0.9350275597171137,-0.7723083247090539,-0.8719939529273598,1,0.8709215156389991,-0.025970735464226232,0.415202276527897,0.13290598196196282,-0.8506417865335376,0,0.759645397079542,0.6066392164496697,-0.4084956194171859,-0.7395643115612611,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
20,90.0,1.6052876710856323,7,7,1990,1991,234.0,4,3,4,3,1,5,485,4,177,1496,2.839866453445088,4,3.032509685978323,-0.8023101138139039,0,1.5542221271403376,0,0,2,0,3,1,4,7,1,3,1990.0,3,1.130003159343442,3,3,-0.057050679539616206,0.3257405466141592,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,6,2009,-0.5757579084950671,-0.2428316428815532,-0.41368754507096406,1,1.3673347870096286,2.385587052525643,2.6137829141412667,1.6984661743175344,-0.3932470598728441,70,1.6035990833872726,0.6066392164496697,3.7777112481030506,-0.6404027913320602,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
190,75.0,0.6775836002679075,5,4,1965,1965,0.0,3,3,3,3,1,4,841,1,0,198,-0.00021416240928280204,5,-0.29929694630534576,-0.8023101138139039,0,-0.980159831920731,1,0,1,1,3,1,3,6,0,4,1965.0,2,0.1720832060705489,3,3,-0.7401696032247256,-0.7110027628414602,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,4,2010,0.2734249034843159,1.0567929397859486,0.6695821462259715,0,-0.9607748271557611,-0.39488633472047074,-0.6397733480226017,-1.5444799384190067,0.15325053561785468,0,-0.8926709555822182,-0.8272840521382859,-0.17156715404474998,-0.0848311763105439,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
50,50.0,-0.2989470005928552,5,8,1900,1950,0.0,3,3,3,4,0,3,241,4,391,229,-0.4519874864683337,5,-0.5239131237626717,0.15889191182244208,0,-0.26168335605899334,1,0,1,0,4,1,3,7,0,4,1978.0,1,-0.41142133399415765,3,3,-0.7401696032247256,1.2143776690046901,1.4923565808260202,0,-0.27361834888243036,-0.05144993954945888,0,4,2008,2.3310601786651284,1.6825381092184495,0.04461886278543174,1,-0.5856053501751933,-0.6445706566505526,-0.4253474080733133,0.6920346220889526,2.0244107810479646,242,-0.36634669745756465,-0.8272840521382859,-0.5449192816974858,3.133410889309886,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
20,36.0,1.8597315139807191,5,6,1972,1972,0.0,3,3,3,3,2,4,460,1,0,404,-0.44437332932127105,5,-0.8032434982929362,-0.8023101138139039,0,-1.3634933175176946,1,0,1,0,3,1,3,5,1,2,1972.0,1,-0.6350980743522951,3,3,-0.7401696032247256,-0.7110027628414602,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,8,2009,0.012137884413736508,0.671718989365948,0.33626839505768363,0,-1.1609414688374666,-0.6403624939213939,-1.1401005412376077,-0.426222658165027,-0.08435711459549261,0,-1.1147771941296032,-0.8272840521382859,-0.5392063980174062,-0.30385460146325705,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
50,50.0,0.07498536923985301,6,7,1919,1990,0.0,3,3,3,3,0,1,0,1,0,804,-0.5966564722625242,5,1.6013014783335666,0.9685744063239946,0,2.104031869339411,0,0,2,0,4,1,4,10,1,4,1969.0,1,-0.6448231500200403,3,3,1.4718345306127714,-0.7110027628414602,0.33515510742261884,0,1.8603702754149432,-0.05144993954945888,0,3,2010,1.7758252631401474,-0.1465631552765531,0.5029252706418276,1,1.2094890924263408,-0.49896822622166215,1.0370375023808331,0.9156860781397486,2.0600519285799668,158,2.380841199322871,-0.17006922070213956,-0.6496886006652057,2.0039044147799645,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
85,80.0,-0.17915520328229584,6,7,1963,1963,156.0,3,4,3,3,3,6,763,1,0,173,-0.26163355779176733,5,-0.2561015275635523,-0.8023101138139039,0,-0.9473026760124198,1,0,1,0,3,1,4,6,0,4,1963.0,2,0.05538229805760759,3,3,0.23571457346828784,-0.7110027628414602,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,5,2010,0.33874665825196076,1.1530614273909485,0.7529105840180434,0,-0.7025026689173093,-0.2767772341220837,-0.7655698994595175,0.9156860781397486,0.49184143717187456,0,-0.8717325114438047,-0.17006922070213956,-0.39613591976845725,-0.023397776572587774,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,70.0,-0.2998568117116696,5,5,2007,2007,0.0,3,3,4,3,0,5,206,1,0,914,0.2053680805614089,5,-0.06604168509966107,-0.8023101138139039,0,-0.8027311900158506,0,0,1,0,3,1,3,6,0,4,1980.0,0,-2.278635862201219,3,3,-0.7401696032247256,-0.2666842016461948,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,12,2007,-1.1963145787876932,-1.1092480313265543,-0.0803737939026762,0,-0.8681262672916575,-0.2812659410331863,-0.40819333287737025,-0.9853512982920168,-1.1832924968322238,30,-0.7760379193509198,-0.8272840521382859,0.021488572542425612,-0.7609324506005503,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
20,73.0,-0.21312148505136583,7,5,2005,2005,228.0,4,3,4,3,2,1,0,1,0,1616,1.4642420622091015,5,1.3622868279623095,-0.8023101138139039,0,0.2837454320189721,0,0,2,0,3,1,4,7,0,4,2005.0,3,1.7767206912484919,3,3,0.951362969709831,0.16282374084256185,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,4,2006,-1.1636537014038708,-1.0611137875240542,-1.1636434851996116,0,0.43856156960651543,1.32120242623044,1.00987688332059,0.13290598196196282,-1.141711158044888,59,0.12903108044837494,0.6066392164496697,1.5195954470069764,-0.7605985734280614,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
20,79.0,0.27241438202257245,5,7,1965,1965,168.0,3,3,3,3,0,5,836,1,0,237,0.08607961859076063,3,-0.20138733049061391,-0.8023101138139039,0,-0.9056836118618923,1,0,1,1,3,1,3,6,0,4,1965.0,2,0.225571122243147,3,3,-0.7401696032247256,-0.7110027628414602,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,6,2007,0.17544227133284862,0.9123902083784483,0.5445894895378635,0,-0.9218853082004583,-0.3471938237900057,-0.5425669219122576,0.13290598196196282,0.06414766678784944,0,-0.8447796417841231,-0.8272840521382859,-0.09229551128162859,-0.17197311833014473,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
20,77.0,0.18780194797283553,5,5,1974,1975,0.0,3,3,4,3,2,5,1071,2,123,195,0.8881041714146938,4,0.7085961576698351,-0.8023101138139039,0,-0.2134928607268036,1,0,1,0,2,1,3,6,1,3,1975.0,2,-0.2460950476424908,3,3,1.2115987501613013,-0.14819925199412398,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,4,2006,-0.1511665025053756,0.3829135265509476,0.08628308168146773,1,-0.5604415437923503,0.09606598368137557,0.3608810384074106,-0.9853512982920168,-0.23286189597883467,38,-0.32590905627265343,-0.8272840521382859,0.7665601022512136,-0.4190422259719248,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
30,69.0,0.8950284576645433,4,5,1940,1950,0.0,3,3,3,3,0,4,262,1,0,599,-0.4519874864683337,5,-0.8118825820412948,-0.8023101138139039,0,-1.370064748699357,0,0,1,0,1,1,3,4,0,4,1961.0,2,0.3422720302560883,3,3,0.5447445627544087,-0.7110027628414602,-0.3591657766194219,0,-0.27361834888243036,-0.05144993954945888,0,3,2009,1.057285960696054,1.7306723530209496,0.7945748029140794,1,-1.3613368723953796,-0.886119197304261,-1.1486775788355792,-1.5444799384190067,0.45620028963987247,0,-1.1182285860205505,-1.3650052778587694,-0.5449192816974858,0.8286567676190646,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
